company,brand_name,country,product_category,contact_name,email_address,address,license_number,pdf,certification_body,expiry_date,product_details
Alli Knits,,"India (IN), Tamil Nadu",Fabrics,,,"19/1, K.N.P Subramania Nagar Pudur main road Dharapuram Road,, 641608, Tirupur",GCL-301825,,GCL International,7/20/2024,"Greige fabrics (PC0026) Knitted Fabrics (PD0058) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex)
(RM0160) 
Greige fabrics (PC0026) Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104)
Greige fabrics (PC0026) Knitted Fabrics (PD0058) 93% Organic Cotton (RM0104) + 7% Elastane (Spandex)
(RM0160) 
Greige fabrics (PC0026) Knitted Fabrics (PD0058) 92% Organic Cotton (RM0104) + 8% Elastane (Spandex)
(RM0160) 
Greige fabrics (PC0026) Knitted Fabrics (PD0058) 98% Organic Cotton (RM0104) + 2% Elastane (Spandex)
(RM0160) 
Greige fabrics (PC0026) Knitted Fabrics (PD0058) 90% Organic Cotton (RM0104) + 10% Elastane (Spandex)
(RM0160) 
Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104) 
Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex)
(RM0160) 
Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 98% Organic Cotton (RM0104) + 2% Elastane (Spandex)
(RM0160) 
Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 93% Organic Cotton (RM0104) + 7% Elastane (Spandex)
(RM0160) 
Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 92% Organic Cotton (RM0104) + 8% Elastane (Spandex)
(RM0160) 
Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 90% Organic Cotton (RM0104) + 10% Elastane (Spandex)
(RM0160) 
Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 96% Organic Cotton (RM0104) + 4% Elastane (Spandex) (RM0160) 
Greige fabrics (PC0026) Knitted Fabrics (PD0058) 96% Organic Cotton (RM0104) + 4% Elastane (Spandex)
(RM0160)"
ALLIANCE APPAREL,,Pakistan (PK),"Children's wear, Ladieswear, Men's wear",,,"Sajjad Estate, Chak # 117 JB, Dhanola,, 38000, Faisalabad",USB 005637,,USB Certification,4/11/2024,"Pantssinglets (PD0007) - 100% organic cotton (RM0104)trousers (PD0003) - 100% organic cotton (RM0104)
T-shirts"
Alliance Knit Composite Ltd.,,"Bangladesh (BD), Dhaka","Babywear, Children's wear, Ladieswear, Men's wear",,,"Holdings- 08/118, Pukurpar, Zirabo, Ashulia, Savar, Dhaka, BD-C, 1341, Bangladesh, BD, 1341, Dhaka",GOTS-20200201,,GSCS,10/14/2024,ActivewearBabies' clothing (PD0013)HoodiesKnitted fabrics (PD0058)OvercoatsPantsShirtsT-shirtsUndergarmentblouses (PD0005)jacketsrobes (PD0006)singlets (PD0007)sleepwearsportswear (PD0008)sweatshirts (PD0100)trousers (PD0003)vests (PD0001)
Alliance Technocrats Pvt. Ltd.,,"India (IN), Gujarat","Fabrics, Yarns",,mailto:harshit@alliancetechnocrats.com,"A/83, Shaligram Towers, B/H. Umiya Vijay Society, Satellite,, 380 015, Ahmedabad",CU 845579,https://global-standard.org/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/17305?task=download_certificate,Control Union Certifications,7/11/2024,Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 100% Organic Cotton (RM0104)Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 97% Organic Cotton (RM0104) + 3% Elastane (Spandex) (RM0160)Dyed fabrics (PC0025) / Woven fabrics (PD0059) - 100% Organic Cotton (RM0104)Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 100% Organic Cotton (RM0104)Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 97% Organic Cotton (RM0104) + 3% Elastane (Spandex) (RM0160)Greige fabrics (PC0026) / Woven fabrics (PD0059) - 100% Organic Cotton (RM0104)Greige fabrics (PC0026) / Woven fabrics (PD0059) - 97% Organic Cotton (RM0104) + 3% Elastane (Spandex) (RM0160)Greige yarns (PC0030) / Carded yarns (PD0067) - 100% Organic Cotton (RM0104)Greige yarns (PC0030) / Normally combed yarns (PD0102) - 100% Organic Cotton (RM0104)Greige yarns (PC0030) / Open-end yarns (PD0066) - 100% Organic Cotton (RM0104)
ALLIED INTERNATIONAL,,Pakistan (PK),Men's wear,,,"Near Sitara Sapna City, Ismail Masjid to Sidhupura Road, 38000, Faisalabad",USB 005363,,USB Certification,12/25/2024,"T-shirtssinglets (PD0007) - 90% organic cotton (RM0104) + 10% elastane (RM0160)
T-shirtssinglets (PD0007) - 94% organic cotton (RM0104) + 6% elastane (RM0160)"
ALLISON A/S,,Denmark (DK),Hygiene products,,,"Stærevej 1, 6700, Esbjerg Ø",66165,https://global-standard.org/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/25344?task=download_certificate,Ecocert Greenlife,6/30/2024,100% organic cotton (RM0104)Personal care hygiene (PC0013)Topical products (PD0032)organic
Allsize Company,By Garment Makers ; North 56°4,Denmark (DK),Men's wear,,mailto:jlh@Allsize.net,"Rugvaenget 22, 8500, Grena",199661,,Ecocert Greenlife,3/31/2024,Men apparel: SweatersOvercoatsPantsT-shirtscardigans (PD0004)jacketspulloverssinglets (PD0007) - organictrousers (PD0003)vests (PD0001)
Allwin Colours,,"India (IN), Tamil Nadu",Fabrics,,,"213/1, Thandakkaran thottam, Tirupur, Tiruppur, 641687",18249,,IDFL,11/26/2024,
Allwin Export,,India (IN),Fabrics,Preetham Raajasekar,mailto:preetham@allwinexport.com,"Plot No. 43, 46, The Salem Industrial Go-Operative Estate, Udayapatty, 636 140, Salem - Tamil Nadu",ICEA-TX-1014,https://global-standard.org/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28341?task=download_certificate,ICEA Istituto per la Certificazione Etica e Ambientale,5/13/2024,Dyed fabrics (PC0025)Greige fabrics (PC0026)Printed Fabrics (PC0039)
Alma & Lovis,,Germany (DE),"Garments, Ladieswear",,,"Haydnstraße 36, 53115, Bonn",CERES-0117,,Ceres,11/30/2024,Dresses skirts (PD0011)Overcoats jackets vests (PD0001)Pants trousers (PD0003)Shirts blouses (PD0005)Sweaters pullovers cardigans (PD0004)T-shirts singlets (PD0007)
Alma-Ras d.o.o,,Bosnia and Herzegovina (BA),"Ladieswear, Men's wear",,mailto:eldina.karajcic@alma-ras.com,"Olovske luke bb, 71340, Olovo",1054010,,Control Union Certifications,12/7/2024,Undergarmentrobes (PD0006)sleepwear
ALMATEX 1972 SRL SOCIETA' UNIPERSONALE,,Italy (IT),Fabrics,,,,ICEA-TX-1272,,ICEA Istituto per la Certificazione Etica e Ambientale,5/27/2024,Fabrics (PC0028)
ALMAXTEX TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,,Turkey (TR),"Men's wear, Home Textiles",,,"Karapinar Mah. Ankara Yolu Cad. No:900 , Yildirim, 16300, Bursa",USB 004802,,USB Certification,8/4/2024,"Bed linenbed sheets (PD0015) - 100% organic cotton (RM0104)
T-shirtscushions (PD0023) - 100% organic cotton (RM0104)singlets (PD0007) - 100% organic cotton (RM0104)
Pillows"
Almer Tekstil San. ve Tic A.S.,,Turkey (TR),Yarns,Tülay Fidan,mailto:laboratuvar@almertekstil.com.tr,"Sahabiye Mah. Oguz Cad. No: 4 Kocasinan, 38010, Kayseri",CU 1014596,https://global-standard.org/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28034?task=download_certificate,Control Union Certifications,8/3/2024,Yarns
Almodo Altunlar Tekstil San. Ve Tic. A.S.,,Turkey (TR),Fabrics,Sevnur Kara,mailto:sevnur.kara@almodo.com.tr,15 Temmuz Mah. Bahar Cad. J Blok No:43 Kat:10,CU 857358,https://global-standard.org/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36996?task=download_certificate,Control Union Certifications,2/25/2024,Fabrics
ALNATURA PRODUKTIONS- UND HANDELS GMBH,,Germany (DE),"Babywear, Garments, Ladieswear, Men's wear, Underwear, Socks, Accessories, Hygiene products, Product category (other), Toys",,,"Mahatma-Gandhi-Straße 7, 64295, DARMSTADT",209554,,Ecocert Greenlife,12/31/2024,"Organic Textiles
Made with organic Textiles"
ALNER TEKSTİL BOYAMA TURİZM İNŞ SAN TİC LTD. ŞTİ,,Turkey (TR),"Babywear, Children's wear, Garments, Ladieswear, Men's wear",,,"367 SOKAK NO.10, 35100, Bornova",CERES-0953,,Ceres,2/11/2024,"Babies’ apparel (PC0003)Children’s apparel (PC0004)
PD0003 PantsMen’s apparel (PC0001)PD0004 SweatersPD0005 ShirtsPD0007 T-shirtsPD0011 DressesPD0013 Babies' clothingPD0014 Babies' accessoriesWomen’s apparel (PC0002)blousescardiganspulloverssingletsskirtstrousers"
Alno-Tex GmbH,,Germany (DE),"Garments, Home Textiles",,,"Oststr. 28, 22844, Norderstedt",1116170,,Control Union Certifications,10/7/2024,"Children's apparel
(PC0004)Men's apparel (PC0001)Product categories:Home textiles (PC0010)Unisex apparel (PC0005)"
Aloha Tekstil Tur. Ins. En. San. Ve Tic. A.S.,,Turkey (TR),"Fabrics, Yarns",Aybuke Gercek,mailto:aybuke.gercek@alohatekstil.com.tr,Velimese Mah. Hacı Seremet Cd. No: 17/1 Ic Kapı No: 1 Ergene,CU 812279,https://global-standard.org/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/393?task=download_certificate,Control Union Certifications,11/16/2024,Dyed fabrics (PC0025)Dyed yarns (PC0029)Greige fabrics (PC0026)Greige yarns (PC0030)Undyed fabrics (PC0027)Undyed yarns (PC0031)
Alok Industries Ltd.,,"India (IN), Maharashtra","Fabrics, Garments, Yarns, Accessories, Home Textiles, Product category (other)",Mr. Deepak Mane,mailto:deepak.mane@alokind.com,"Peninsula Tower No:1 Peninsula Corporate Park, G.K. Mark, Lower Parel,, 400013, Lower Parel, Mumbai",CU 803701,https://global-standard.org/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/1342?task=download_certificate,Control Union Certifications,6/25/2024,Babies' apparel (PC0003) / Babies' clothing (PD0013) - 100.0% Organic Cotton (RM0104)Carried accessories (PC0011) / BagsChildren's apparel (PC0004) / Knitted fabrics (PD0058) - 100.0% Organic Cotton (RM0104)Children's apparel (PC0004) / T-shirtsChildren's apparel (PC0004) / T-shirtsChildren's apparel (PC0004) / T-shirtsDyed fabrics (PC0025) / Knitted fabrics (PD0058) - 100% Organic Cotton (RM0104)Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 2.4% Elastane (Spandex) (RM0160) + 97.6% Organic Cotton (RM0104)Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 4.0% Elastane (Spandex) (RM0160) + 96.0% Organic Cotton (RM0104)Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 7.0% Elastane (Spandex) (RM0160) + 93.0% Organic Cotton (RM0104)Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 8.0% Elastane (Spandex) (RM0160) + 92.0% Organic Cotton (RM0104)Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 90% Organic Cotton (RM0104) + 10% Elastane (Spandex) (RM0160)Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 92% In Conversion Cotton (RM0103) + 8% Elastane (Spandex) (RM0160)Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 93% In Conversion Cotton (RM0103) + 7% Elastane (Spandex) (RM0160)Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 94.0% Organic Cotton (RM0104) + 6.0% Elastane (Spandex) (RM0160)Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 95% In Conversion Cotton (RM0103) + 5% Elastane (Spandex) (RM0160)Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 97.5% Organic Cotton (RM0104) + 2.5% Elastane (Spandex) (RM0160)Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 98.0% Organic Cotton (RM0104) + 2.0% Elastane (Spandex) (RM0160)Dyed fabrics (PC0025) / Woven fabrics (PD0059) - 1.0% Elastane (Spandex) (RM0160) + 99.0% Organic Cotton (RM0104)Dyed fabrics (PC0025) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)Dyed fabrics (PC0025) / Woven fabrics (PD0059) - 96.0% Organic Cotton (RM0104) + 4.0% Elastane (Spandex) (RM0160)Dyed fabrics (PC0025) / Woven fabrics (PD0059) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)Dyed fabrics (PC0025) / Woven fabrics (PD0059) - 98.0% Organic Cotton (RM0104) + 2.0% Elastane (Spandex) (RM0160)Dyed yarns (PC0029) / Carded yarns (PD0067) - 97% Organic Cotton (RM0104) + 3% Recycled pre/post-consumer Polyester (RM0187)Dyed yarns (PC0029) / Normally combed yarns (PD0102) - 100.0% Organic Cotton (RM0104)Dyed yarns (PC0029) / Normally combed yarns (PD0102) - 70.0% Organic Cotton (RM0104) + 30.0% Lyocell (RM0226)Dyed yarns (PC0029) / Open-end yarns (PD0066) - 100% Organic Cotton (RM0104)Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 100.0% Organic Cotton (RM0104)Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 97.5% Organic Cotton (RM0104) + 2.5% Elastane (Spandex) (RM0160)Greige fabrics (PC0026) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)Greige yarns (PC0030) / Carded yarns (PD0067) - 100.0% Organic Cotton (RM0104)Greige yarns (PC0030) / Normally combed yarns (PD0102) - 100.0% Organic Cotton (RM0104)Greige yarns (PC0030) / Normally combed yarns (PD0102) - 91.67% Organic Cotton (RM0104) + 8.33% Elastane (Spandex) (RM0160)Greige yarns (PC0030) / Open-end yarns (PD0066) - 100% Organic Cotton (RM0104)Home textiles (PC0010) / Bed linenHome textiles (PC0010) / BlanketsHome textiles (PC0010) / BlanketsHome textiles (PC0010) / CarpetsHome textiles (PC0010) / CurtainsHome textiles (PC0010) / Handkerchiefs (PD0029) - 100.0% Organic Cotton (RM0104)Home textiles (PC0010) / Other [Comforters] (PD0100) - 100.0% Organic Cotton (RM0104)Home textiles (PC0010) / Other [Duvet covers] (PD0100) - 100.0% Organic Cotton (RM0104)Home textiles (PC0010) / Other [Fitted sheets] (PD0100) - 100.0% Organic Cotton (RM0104)Home textiles (PC0010) / Other [Sheet Set] (PD0100) - 100.0% Organic Cotton (RM0104)Home textiles (PC0010) / PillowsHome textiles (PC0010) / Table linenHome textiles (PC0010) / Table linenHome textiles (PC0010) / TowelsMen's apparel (PC0001) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)Men's apparel (PC0001) / Woven fabrics (PD0059) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)Men's apparel (PC0001) / Woven fabrics (PD0059) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)Outdoor (PC0018) / Sleeping bags (PD0044) - 100.0% Organic Cotton (RM0104)Printed fabrics (PC0039) / Knitted fabrics (PD0058) - 100% Organic Cotton (RM0104)Undyed fabrics (PC0027) / Knitted fabrics (PD0058) - 100.0% Organic Cotton (RM0104)Undyed fabrics (PC0027) / Knitted fabrics (PD0058) - 6.0% Elastane (Spandex) (RM0160) + 94.0% Organic Cotton (RM0104)Undyed fabrics (PC0027) / Knitted fabrics (PD0058) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)Undyed fabrics (PC0027) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)Undyed fabrics (PC0027) / Woven fabrics (PD0059) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)Undyed fibers (PC0034) / Lint cotton (PD0074) - 100.0% Organic Cotton (RM0104)Undyed yarns (PC0031) / Normally combed yarns (PD0102) - 100.0% Organic Cotton (RM0104)Undyed yarns (PC0031) / Open-end yarns (PD0066) - 100% Organic Cotton (RM0104)Unisex apparel (PC0005) / Knitted fabrics (PD0058) - 100.0% Organic Cotton (RM0104)Unisex apparel (PC0005) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)Women's apparel (PC0002) / Knitted fabrics (PD0058) - 100.0% Organic Cotton (RM0104)Women's apparel (PC0002) / Woven fabrics (PD0059) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)Women's apparel (PC0002) / Woven fabrics (PD0059) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)Worn accessories (PC0012) / GlovesWorn accessories (PC0012) / Necktiesbed sheets (PD0015) - 100.0% Organic Cotton (RM0104)bedspreadsbedspreadsblinds (PD0020) - 100% Organic Cotton (RM0104)bow tiescravats (PD0027) - 100.0% Organic Cotton (RM0104)cushions (PD0023) - 100.0% Organic Cotton (RM0104)floor coverings (PD0022) - 100.0% Organic Cotton (RM0104)hand covering (PD0026) - 100.0% Organic Cotton (RM0104)handbagskitchen linenmittensnapkins (PD0016) - 100.0% Organic Cotton (RM0104)napkins (PD0016) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)pouches (PD0024) - 100.0% Organic Cotton (RM0104)quilts (PD0019) - 100.0% Organic Cotton (RM0104)quilts (PD0019) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)rugssinglets (PD0007) - 100.0% Organic Cotton (RM0104)singlets (PD0007) - 93.0% Organic Cotton (RM0104) + 7.0% Elastane (Spandex) (RM0160)singlets (PD0007) - 96.0% Organic Cotton (RM0104) + 4.0% Elastane (Spandex) (RM0160)tableclothtableclothtoilet linen (PD0017) - 100.0% Organic Cotton (RM0104)totes
Aloka Exports,,"India (IN), Maharashtra","Accessories, Fabrics, Yarns",,,"Floor no. 3 , 324, plot no. 8 Wadala Udyog Bhavan, Naigaon Cross Road,, 400031, Wadala Mumbai",13611,,IDFL,11/30/2024,
ALPANI BVBA,,Belgium (BE),Fabrics,Danny VAN DER SCHUEREN,mailto:production@alpani.be,"Opgeëistenstraat 60, 9600, Ronse",234512,,Ecocert Greenlife,4/11/2024,Dyed fabrics (PC0025)
ALPER ORME VE KUMASCILIK SAN. TIC. A.S.,,Turkey (TR),Fabrics,Aydin Demirtas,,"Yakuplu Beysan San. Sit. Dereboyu Cad. No: 51,, Istanbul,, 34524, Beylikduzu,",GCL-300209,,GCL International,11/16/2024,"Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104)]
Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 98% Organic Cotton (RM0104) + 2% Elastane (Spandex)
(RM0160)]
Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 96% Organic Cotton (RM0104) + 4% Elastane (Spandex)
(RM0160)]
Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex)
(RM0160)] 
Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 94% Organic Cotton (RM0104) + 6% Elastane (Spandex)
(RM0160)]
Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 93% Organic Cotton (RM0104) + 7% Elastane (Spandex)
(RM0160)]
Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 92% Organic Cotton (RM0104) + 8% Elastane (Spandex)
(RM0160)]
Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 97% Organic Cotton (RM0104) + 3% Elastane (Spandex)
(RM0160)]
Dyed fabrics (PC0025) [Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104)] 
Dyed fabrics (PC0025) [Knitted Fabrics (PD0058) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex)
(RM0160)]
Dyed fabrics (PC0025) [Knitted Fabrics (PD0058) 97% Organic Cotton (RM0104) + 3% Elastane (Spandex)
(RM0160)]
Dyed fabrics (PC0025) [Knitted Fabrics (PD0058) 96% Organic Cotton (RM0104) + 4% Elastane (Spandex)
(RM0160)] 
Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 88% Organic Cotton (RM0104) + 12% Recycled Pre/post
Consumer Polyester (RM0187)]"
ALPEREN IPLIK SAN VE TIC LTD STI,,Turkey (TR),Yarns,,,"Yazidere Mah. Yazidere Sok. No:186, Incirliova, 09600, Aydin",USB TEX4382,,USB Certification,3/21/2024,"Super combed yarns (PD0068) - 100% organic cotton (RM0104)
Carded yarns (PD0067) - 100% organic cotton (RM0104)
Open-end yarns (PD0066) - 100% organic cotton (RM0104)
Normally Combed Yarns (PD0102) - 100% organic cotton (RM0104)
Highly Combed Yarns (PD0103) - 100% organic cotton (RM0104)"
ALPERLER CORAP IC VE DIS TICARET SANAYI LIMITED SIRKETI,,Turkey (TR),"Babywear, Children's wear, Ladieswear, Men's wear",,,"Haramidere Beysan SN.ST.D.Boyu Cad.No.47 D.5-6 Emek Ishani Beylikduzu, 34520, Istanbul",USB 004197,,USB Certification,11/27/2024,"Sockshosiery (PD0009) - 100% organic cotton (RM0104)
Sockshosiery (PD0009) - 72% organic cotton (RM0104) + 26% recycled pre/post-consumer polyamide (nylon) (RM0183) + 2% elastane (spandex) (RM0160)
Babies clothing (PD0013) - 83% organic cotton (RM0104) + 15% recycled pre/post-consumer polyamide (nylon) (RM0183) + 2% elastane (spandex) (RM0160)
Sockshosiery (PD0009) - 72% organic cotton (RM0104) + 27% recycled pre/post-consumer polyamide (nylon) (RM0183) + 1% elastane (spandex) (RM0160)
Sockshosiery (PD0009) - 73% organic cotton (RM0104) + 25% recycled pre/post-consumer polyamide (nylon) (RM0183) + 2% elastane (spandex) (RM0160)
Sockshosiery (PD0009) - 74% organic cotton (RM0104) + 24% recycled pre/post-consumer polyamide (nylon) (RM0183) + 2% elastane (spandex) (RM0160)
Sockshosiery (PD0009) - 75% organic cotton (RM0104) + 23% recycled pre/post-consumer polyamide (nylon) (RM0183) + 2% elastane (spandex) (RM0160)
Sockshosiery (PD0009) - 76% organic cotton (RM0104) + 22% recycled pre/post-consumer polyamide (nylon) (RM0183) + 2% elastane (spandex) (RM0160)
Sockshosiery (PD0009) - 77% organic cotton (RM0104) + 21% recycled pre/post-consumer polyamide (nylon) (RM0183) + 2% elastane (spandex) (RM0160)
Babies clothing (PD0013) - 74% organic cotton (RM0104) + 24% recycled pre/post-consumer polyamide (nylon) (RM0183) + 2% elastane (spandex) (RM0160)
Babies clothing (PD0013) - 73% organic cotton (RM0104) + 25% recycled pre/post-consumer polyamide (nylon) (RM0183) + 2% elastane (spandex) (RM0160)
Babies clothing (PD0013) - 72% organic cotton (RM0104) + 26% recycled pre/post-consumer polyamide (nylon) (RM0183) + 2% elastane (spandex) (RM0160)
Babies clothing (PD0013) - 84% organic cotton (RM0104) + 14% recycled pre/post-consumer polyamide (nylon) (RM0183) + 2% elastane (spandex) (RM0160)
Babies clothing (PD0013) - 75% organic cotton (RM0104) + 23% recycled pre/post-consumer polyamide (nylon) (RM0183) + 2% elastane (spandex) (RM0160)
Sockshosiery (PD0009) - 77% organic cotton (RM0104) + 22% recycled pre/post-consumer polyamide (nylon) (RM0183) + 1% elastane (spandex) (RM0160)
Babies clothing (PD0013) - 73% organic cotton (RM0104) + 26% recycled pre/post-consumer polyamide (nylon) (RM0183) + 1% elastane (spandex) (RM0160)
Sockshosiery (PD0009) - 78% organic cotton (RM0104) + 21% recycled pre/post-consumer polyamide (nylon) (RM0183) + 1% elastane (spandex) (RM0160)
Sockshosiery (PD0009) - 80% organic cotton (RM0104) + 17% recycled pre/post-consumer polyamide (nylon) (RM0183) + 3% elastane (spandex) (RM0160)
Sockshosiery (PD0009) - 82% organic cotton (RM0104) + 16% recycled pre/post-consumer polyamide (nylon) (RM0183) + 2% elastane (spandex) (RM0160)
Sockshosiery (PD0009) - 86% organic cotton (RM0104) + 13% recycled pre/post-consumer polyamide (nylon) (RM0183) + 1% elastane (spandex) (RM0160)
Sockshosiery (PD0009) - 87% organic cotton (RM0104) + 12% recycled pre/post-consumer polyamide (nylon) (RM0183) + 1% elastane (spandex) (RM0160)
Sockshosiery (PD0009) - 96% organic cotton (RM0104) + 4% elastane (spandex) (RM0160)
Sockshosiery (PD0009) - 98% organic cotton (RM0104) + 2% elastane (spandex) (RM0160)
Babies clothing (PD0013) - 98% organic cotton (RM0104) + 2% elastane (spandex) (RM0160)"
